,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit
14971,46-64,entrepreneur,married,secondary,no,151,no,no,cellular,16,jul,<5,1,<7,0,unknown,no
14972,18-29,blue-collar,single,secondary,no,195,no,no,cellular,16,jul,>10,3,<7,0,unknown,no
14973,46-64,management,married,tertiary,no,220,yes,no,telephone,16,jul,<5,2,<7,0,unknown,no
14974,18-29,admin.,single,secondary,no,454,no,no,telephone,16,jul,<5,11,<7,0,unknown,no
14975,30-45,technician,married,secondary,no,166,no,no,cellular,16,jul,5-10,5,<7,0,unknown,no
14976,30-45,admin.,married,secondary,no,0,yes,no,telephone,16,jul,<5,8,<7,0,unknown,no
14977,30-45,admin.,married,secondary,no,0,yes,no,telephone,16,jul,<5,5,<7,0,unknown,no
14978,46-64,retired,married,primary,no,91,no,yes,cellular,16,jul,<5,2,<7,0,unknown,no
14979,30-45,services,married,secondary,no,0,no,yes,cellular,16,jul,>10,6,<7,0,unknown,no
14980,30-45,management,married,tertiary,yes,-1038,yes,no,cellular,16,jul,<5,2,<7,0,unknown,no
14981,30-45,admin.,married,secondary,no,764,yes,no,cellular,16,jul,<5,5,<7,0,unknown,no
14982,30-45,admin.,married,secondary,no,0,yes,no,cellular,16,jul,5-10,4,<7,0,unknown,no
14983,46-64,blue-collar,married,secondary,no,3919,no,no,cellular,16,jul,<5,2,<7,0,unknown,no
14984,30-45,blue-collar,married,secondary,no,680,yes,yes,cellular,16,jul,>10,3,<7,0,unknown,no
14985,30-45,technician,married,secondary,no,-312,yes,no,cellular,16,jul,<5,1,<7,0,unknown,no
14986,18-29,management,married,tertiary,no,16,yes,no,cellular,16,jul,>10,6,<7,0,unknown,no
14987,30-45,services,single,primary,no,92,yes,no,cellular,17,jul,<5,11,<7,0,unknown,no
14988,46-64,retired,married,primary,no,1672,no,no,cellular,17,jul,<5,3,<7,0,unknown,no
14989,30-45,technician,married,secondary,no,522,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
14990,46-64,unemployed,married,secondary,no,49,yes,no,cellular,17,jul,<5,7,<7,0,unknown,no
14991,46-64,management,married,primary,no,120,no,yes,cellular,17,jul,<5,2,<7,0,unknown,no
14992,30-45,retired,married,primary,no,127,no,yes,cellular,17,jul,<5,2,<7,0,unknown,no
14993,30-45,blue-collar,single,tertiary,no,14058,no,no,telephone,17,jul,<5,20,<7,0,unknown,no
14994,46-64,services,married,primary,no,320,no,yes,cellular,17,jul,<5,2,<7,0,unknown,no
14995,30-45,blue-collar,married,secondary,no,-26,no,no,telephone,17,jul,<5,2,<7,0,unknown,no
14996,30-45,self-employed,married,secondary,no,167,yes,yes,cellular,17,jul,5-10,1,<7,0,unknown,no
14997,46-64,blue-collar,married,primary,no,0,no,yes,telephone,17,jul,<5,9,<7,0,unknown,no
14998,18-29,management,married,tertiary,no,4909,no,yes,cellular,17,jul,<5,3,<7,0,unknown,no
14999,30-45,management,married,primary,no,1880,yes,no,cellular,17,jul,<5,6,<7,0,unknown,no
15000,30-45,technician,married,secondary,no,1142,yes,no,cellular,17,jul,5-10,2,<7,0,unknown,no
15001,46-64,management,married,tertiary,no,78,no,yes,cellular,17,jul,<5,2,<7,0,unknown,no
15002,30-45,services,single,secondary,no,43,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15003,46-64,technician,married,secondary,no,272,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15004,30-45,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15005,30-45,blue-collar,married,secondary,no,808,yes,yes,cellular,17,jul,<5,3,<7,0,unknown,no
15006,30-45,management,married,secondary,yes,33,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15007,46-64,blue-collar,married,secondary,no,1832,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15008,46-64,admin.,married,secondary,no,0,yes,no,cellular,17,jul,<5,4,<7,0,unknown,no
15009,46-64,management,married,tertiary,no,964,yes,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15010,30-45,services,married,primary,no,0,no,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15011,30-45,admin.,married,secondary,no,0,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15012,46-64,blue-collar,divorced,secondary,no,543,no,yes,telephone,17,jul,<5,3,<7,0,unknown,no
15013,30-45,technician,single,tertiary,no,0,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15014,30-45,management,married,secondary,no,29,no,yes,cellular,17,jul,<5,2,<7,0,unknown,no
15015,46-64,entrepreneur,married,secondary,no,10,no,yes,cellular,17,jul,<5,3,<7,0,unknown,no
15016,30-45,entrepreneur,married,secondary,no,556,yes,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15017,18-29,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,jul,>10,3,<7,0,unknown,yes
15018,30-45,technician,married,secondary,no,-179,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15019,18-29,entrepreneur,married,secondary,no,-142,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15020,30-45,services,married,secondary,no,40,yes,no,cellular,17,jul,5-10,2,<7,0,unknown,no
15021,46-64,technician,married,tertiary,no,80,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15022,18-29,admin.,single,secondary,no,180,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15023,18-29,blue-collar,married,secondary,no,723,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15024,30-45,blue-collar,married,primary,no,10,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15025,30-45,services,married,secondary,no,518,no,no,telephone,17,jul,<5,1,<7,0,unknown,no
15026,30-45,management,married,tertiary,no,-633,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15027,30-45,management,married,tertiary,no,958,yes,no,telephone,17,jul,<5,1,<7,0,unknown,no
15028,30-45,services,married,secondary,no,7032,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15029,46-64,retired,married,secondary,no,119,no,yes,cellular,17,jul,5-10,1,<7,0,unknown,no
15030,30-45,management,married,tertiary,no,710,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15031,30-45,admin.,married,secondary,no,0,no,no,cellular,17,jul,<5,5,<7,0,unknown,no
15032,30-45,self-employed,married,secondary,yes,0,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15033,46-64,services,married,secondary,no,0,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15034,46-64,retired,divorced,secondary,no,138,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15035,46-64,entrepreneur,married,secondary,no,294,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15036,18-29,blue-collar,single,secondary,no,4146,no,no,cellular,17,jul,>10,1,<7,0,unknown,no
15037,46-64,technician,married,secondary,no,563,yes,no,cellular,17,jul,<5,3,<7,0,unknown,no
15038,46-64,unemployed,divorced,secondary,no,79,yes,no,cellular,17,jul,5-10,2,<7,0,unknown,no
15039,30-45,admin.,married,secondary,no,-769,yes,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15040,46-64,entrepreneur,married,primary,no,83,yes,no,cellular,17,jul,5-10,2,<7,0,unknown,no
15041,30-45,housemaid,married,primary,no,113,yes,no,cellular,17,jul,>10,2,<7,0,unknown,yes
15042,30-45,housemaid,married,primary,no,15,no,yes,telephone,17,jul,<5,3,<7,0,unknown,no
15043,30-45,admin.,married,secondary,no,1279,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15044,30-45,blue-collar,married,secondary,no,0,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15045,18-29,housemaid,married,secondary,no,0,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15046,46-64,admin.,divorced,secondary,no,1426,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15047,30-45,services,single,secondary,no,80,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15048,30-45,services,married,secondary,no,1286,yes,yes,cellular,17,jul,5-10,1,<7,0,unknown,no
15049,30-45,management,married,tertiary,no,3134,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15050,46-64,blue-collar,married,secondary,no,1405,no,yes,cellular,17,jul,>10,2,<7,0,unknown,yes
15051,30-45,technician,single,secondary,no,1977,no,no,cellular,17,jul,<5,6,<7,0,unknown,no
15052,30-45,management,married,tertiary,no,668,no,yes,cellular,17,jul,5-10,2,<7,0,unknown,no
15053,30-45,admin.,divorced,secondary,no,2017,no,yes,cellular,17,jul,>10,1,<7,0,unknown,no
15054,30-45,services,divorced,secondary,no,138,no,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15055,30-45,admin.,single,tertiary,no,168,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15056,30-45,management,single,tertiary,no,4,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15057,30-45,technician,single,unknown,no,187,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15058,46-64,blue-collar,married,secondary,no,1513,no,yes,cellular,17,jul,>10,1,<7,0,unknown,no
15059,30-45,blue-collar,married,secondary,no,5639,yes,no,cellular,17,jul,5-10,2,<7,0,unknown,no
15060,46-64,management,divorced,tertiary,no,-154,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15061,30-45,management,divorced,tertiary,no,151,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15062,46-64,admin.,divorced,primary,no,509,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15063,30-45,blue-collar,married,secondary,no,-260,yes,yes,cellular,17,jul,<5,2,<7,0,unknown,no
15064,46-64,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15065,30-45,admin.,married,secondary,no,255,no,yes,telephone,17,jul,5-10,10,<7,0,unknown,no
15066,30-45,management,married,primary,no,3760,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15067,18-29,management,married,tertiary,no,342,yes,no,cellular,17,jul,>10,1,<7,0,unknown,no
15068,46-64,housemaid,married,primary,no,379,no,no,cellular,17,jul,5-10,2,<7,0,unknown,no
15069,30-45,management,married,tertiary,no,0,no,no,cellular,17,jul,<5,5,<7,0,unknown,no
15070,46-64,technician,married,tertiary,no,658,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15071,18-29,management,married,tertiary,no,727,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15072,30-45,admin.,married,secondary,no,-44,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15073,30-45,management,married,tertiary,no,3064,yes,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15074,30-45,admin.,divorced,secondary,no,20,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15075,46-64,entrepreneur,married,tertiary,no,461,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15076,30-45,management,married,secondary,no,14611,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15077,30-45,blue-collar,married,secondary,no,833,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15078,46-64,management,married,tertiary,no,333,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15079,30-45,services,divorced,secondary,no,797,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15080,18-29,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15081,18-29,self-employed,single,tertiary,no,453,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15082,46-64,services,married,primary,no,443,no,no,telephone,17,jul,<5,1,<7,0,unknown,no
15083,18-29,services,single,secondary,no,0,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15084,46-64,blue-collar,married,primary,no,840,no,yes,cellular,17,jul,5-10,1,<7,0,unknown,no
15085,30-45,admin.,married,secondary,no,-191,yes,no,cellular,17,jul,<5,6,<7,0,unknown,no
15086,18-29,self-employed,single,tertiary,no,82,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15087,30-45,unemployed,single,secondary,no,145,no,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15088,30-45,blue-collar,single,primary,no,528,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15089,18-29,student,single,secondary,no,963,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15090,30-45,management,single,tertiary,no,2336,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15091,46-64,management,single,tertiary,no,6507,yes,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15092,30-45,blue-collar,single,secondary,no,118,yes,no,cellular,17,jul,>10,1,<7,0,unknown,yes
15093,30-45,management,married,tertiary,no,931,no,no,cellular,17,jul,>10,1,<7,0,unknown,no
15094,30-45,technician,married,secondary,no,251,yes,no,cellular,17,jul,5-10,2,<7,0,unknown,yes
15095,18-29,blue-collar,married,secondary,no,379,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15096,30-45,management,married,tertiary,no,248,no,no,cellular,17,jul,>10,1,<7,0,unknown,no
15097,46-64,technician,divorced,secondary,no,-154,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15098,46-64,management,married,tertiary,no,1348,no,yes,cellular,17,jul,<5,3,<7,0,unknown,no
15099,18-29,services,married,secondary,no,10,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15100,30-45,management,married,tertiary,no,4943,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15101,46-64,services,married,secondary,no,553,no,yes,telephone,17,jul,<5,3,<7,0,unknown,no
15102,30-45,blue-collar,married,secondary,no,212,yes,yes,cellular,17,jul,<5,2,<7,0,unknown,no
15103,30-45,admin.,married,secondary,no,1031,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15104,46-64,admin.,married,secondary,no,1813,yes,no,telephone,17,jul,<5,1,<7,0,unknown,no
15105,30-45,technician,married,secondary,no,782,yes,no,cellular,17,jul,5-10,2,<7,0,unknown,no
15106,46-64,retired,divorced,tertiary,no,129,no,no,cellular,17,jul,5-10,7,<7,0,unknown,no
15107,30-45,admin.,divorced,secondary,no,587,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15108,30-45,blue-collar,divorced,secondary,no,-277,yes,no,telephone,17,jul,>10,2,<7,0,unknown,yes
15109,46-64,management,married,tertiary,no,1564,yes,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15110,30-45,technician,married,tertiary,no,133,yes,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15111,18-29,blue-collar,married,secondary,no,1,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15112,30-45,management,married,tertiary,no,50,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15113,30-45,management,married,tertiary,no,0,yes,yes,cellular,17,jul,5-10,1,<7,0,unknown,no
15114,30-45,services,divorced,secondary,no,21,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15115,30-45,services,single,secondary,no,2251,yes,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15116,30-45,technician,married,tertiary,no,2951,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15117,18-29,services,single,secondary,no,-189,no,yes,cellular,17,jul,5-10,2,<7,0,unknown,yes
15118,46-64,management,married,unknown,no,555,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15119,46-64,blue-collar,married,primary,no,216,yes,no,cellular,17,jul,<5,3,<7,0,unknown,no
15120,30-45,management,married,tertiary,no,4,yes,no,cellular,17,jul,>10,1,<7,0,unknown,yes
15121,46-64,admin.,married,secondary,no,-797,no,yes,cellular,17,jul,<5,3,<7,0,unknown,no
15122,30-45,technician,married,secondary,no,348,yes,no,cellular,17,jul,>10,1,<7,0,unknown,yes
15123,46-64,technician,divorced,tertiary,no,291,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15124,18-29,technician,single,tertiary,no,406,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15125,18-29,management,married,tertiary,no,3516,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15126,46-64,management,divorced,tertiary,no,429,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15127,30-45,blue-collar,married,secondary,no,-99,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15128,30-45,services,divorced,secondary,no,282,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15129,30-45,technician,married,tertiary,no,3530,yes,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15130,30-45,management,married,tertiary,no,489,yes,no,cellular,17,jul,<5,3,<7,0,unknown,no
15131,18-29,technician,single,secondary,no,603,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15132,30-45,technician,divorced,secondary,no,1803,no,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15133,30-45,management,married,tertiary,no,25,yes,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15134,30-45,management,single,tertiary,no,171,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15135,30-45,management,married,secondary,no,-453,yes,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15136,30-45,technician,married,secondary,no,101,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15137,18-29,blue-collar,single,secondary,no,-61,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15138,30-45,management,single,secondary,no,138,yes,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15139,30-45,services,married,secondary,no,9,yes,no,cellular,17,jul,>10,1,<7,0,unknown,no
15140,30-45,blue-collar,married,primary,no,-35,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15141,30-45,services,single,secondary,no,71,yes,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15142,30-45,technician,married,secondary,no,37,no,no,cellular,17,jul,<5,1,<7,0,unknown,no
15143,18-29,admin.,single,unknown,no,5,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15144,30-45,management,married,tertiary,no,11,yes,no,cellular,17,jul,>10,1,<7,0,unknown,no
15145,30-45,blue-collar,married,secondary,no,2894,yes,no,cellular,17,jul,>10,1,<7,0,unknown,no
15146,30-45,management,divorced,tertiary,no,12,no,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15147,46-64,admin.,married,unknown,no,17,no,no,cellular,17,jul,<5,4,<7,0,unknown,no
15148,30-45,management,married,tertiary,no,49,yes,no,cellular,17,jul,5-10,5,<7,0,unknown,no
15149,18-29,services,single,secondary,no,1820,yes,no,cellular,17,jul,>10,1,<7,0,unknown,yes
15150,30-45,management,single,tertiary,no,1396,yes,no,cellular,17,jul,>10,1,<7,0,unknown,no
15151,18-29,blue-collar,single,secondary,no,28,no,no,cellular,17,jul,5-10,2,<7,0,unknown,no
15152,30-45,blue-collar,married,primary,no,255,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15153,46-64,blue-collar,married,secondary,no,825,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15154,30-45,management,married,secondary,no,363,yes,yes,cellular,17,jul,<5,1,<7,0,unknown,no
15155,18-29,management,single,tertiary,no,416,yes,yes,cellular,17,jul,5-10,1,<7,0,unknown,no
15156,30-45,management,single,secondary,no,1360,yes,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15157,30-45,technician,married,secondary,no,922,yes,yes,cellular,17,jul,5-10,2,<7,0,unknown,no
15158,46-64,retired,married,tertiary,no,6108,yes,no,cellular,17,jul,>10,2,<7,0,unknown,no
15159,46-64,blue-collar,married,primary,no,336,no,yes,telephone,17,jul,5-10,7,<7,0,unknown,no
15160,30-45,services,married,secondary,no,-30,yes,yes,cellular,17,jul,>10,2,<7,0,unknown,no
15161,30-45,technician,married,secondary,no,1081,yes,no,cellular,17,jul,<5,3,<7,0,unknown,no
15162,30-45,services,married,primary,no,0,yes,no,cellular,17,jul,<5,11,<7,0,unknown,no
15163,30-45,services,married,secondary,no,1844,yes,yes,cellular,17,jul,<5,6,<7,0,unknown,no
15164,18-29,services,single,secondary,no,37,no,yes,cellular,17,jul,5-10,2,<7,0,unknown,no
15165,30-45,management,married,tertiary,no,1784,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15166,30-45,unemployed,divorced,secondary,no,142,yes,no,cellular,17,jul,5-10,3,<7,0,unknown,no
15167,18-29,admin.,married,secondary,no,453,yes,no,cellular,17,jul,5-10,4,<7,0,unknown,no
15168,30-45,technician,married,tertiary,no,231,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15169,46-64,blue-collar,married,secondary,no,84,yes,no,cellular,17,jul,<5,8,<7,0,unknown,no
15170,30-45,services,divorced,secondary,no,0,no,yes,cellular,17,jul,<5,17,<7,0,unknown,no
15171,30-45,services,married,secondary,no,70,no,no,cellular,17,jul,5-10,7,<7,0,unknown,no
15172,30-45,management,single,tertiary,no,1289,no,no,cellular,17,jul,5-10,2,<7,0,unknown,no
15173,30-45,admin.,married,tertiary,no,1,yes,no,cellular,17,jul,<5,3,<7,0,unknown,no
15174,46-64,management,married,primary,no,2538,no,yes,telephone,17,jul,5-10,2,<7,0,unknown,no
15175,30-45,self-employed,divorced,secondary,no,1904,yes,no,cellular,17,jul,>10,2,<7,0,unknown,yes
15176,30-45,management,married,secondary,no,94,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15177,18-29,management,married,tertiary,no,1,yes,no,cellular,17,jul,>10,1,<7,0,unknown,no
15178,30-45,management,single,secondary,no,0,yes,no,cellular,17,jul,<5,5,<7,0,unknown,no
15179,46-64,blue-collar,married,primary,no,201,yes,no,cellular,17,jul,5-10,2,<7,0,unknown,yes
15180,30-45,admin.,married,secondary,no,0,yes,no,telephone,17,jul,>10,7,<7,0,unknown,yes
15181,46-64,technician,married,primary,no,-1818,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15182,30-45,blue-collar,married,primary,no,2456,yes,no,cellular,17,jul,>10,1,<7,0,unknown,no
15183,46-64,blue-collar,married,secondary,no,388,no,no,telephone,17,jul,<5,2,<7,0,unknown,no
15184,30-45,blue-collar,single,secondary,no,2707,yes,no,cellular,17,jul,<5,3,<7,0,unknown,no
15185,30-45,blue-collar,married,secondary,no,600,no,no,cellular,17,jul,<5,3,<7,0,unknown,no
15186,30-45,technician,married,tertiary,no,0,yes,no,cellular,17,jul,5-10,3,<7,0,unknown,no
15187,46-64,management,divorced,tertiary,no,0,no,no,cellular,17,jul,<5,2,<7,0,unknown,no
15188,30-45,technician,married,secondary,no,-67,yes,no,cellular,17,jul,<5,6,<7,0,unknown,no
15189,30-45,unemployed,divorced,primary,no,1699,no,yes,cellular,17,jul,<5,2,<7,0,unknown,no
15190,30-45,services,married,secondary,no,-138,yes,no,telephone,17,jul,<5,3,<7,0,unknown,no
15191,30-45,self-employed,married,tertiary,no,254,yes,no,telephone,17,jul,<5,5,<7,0,unknown,no
15192,30-45,technician,single,tertiary,no,178,no,no,cellular,17,jul,>10,3,<7,0,unknown,yes
15193,30-45,self-employed,married,tertiary,no,355,yes,no,cellular,17,jul,>10,2,<7,0,unknown,no
15194,46-64,housemaid,married,tertiary,no,1005,no,no,cellular,17,jul,<5,3,<7,0,unknown,no
15195,30-45,blue-collar,married,unknown,no,-120,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15196,30-45,management,married,tertiary,no,820,yes,no,cellular,17,jul,>10,3,<7,0,unknown,no
15197,18-29,entrepreneur,single,secondary,no,2,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15198,18-29,management,married,tertiary,no,51,yes,no,cellular,17,jul,>10,5,<7,0,unknown,yes
15199,30-45,entrepreneur,single,primary,no,388,no,yes,cellular,17,jul,>10,3,<7,0,unknown,no
15200,46-64,retired,divorced,secondary,no,-477,no,no,cellular,17,jul,<5,2,<7,0,unknown,no
15201,30-45,blue-collar,married,primary,no,135,yes,no,telephone,17,jul,<5,5,<7,0,unknown,no
15202,46-64,admin.,married,primary,no,215,yes,yes,cellular,17,jul,<5,2,<7,0,unknown,no
15203,18-29,management,married,tertiary,no,900,no,no,cellular,17,jul,<5,2,<7,0,unknown,no
15204,46-64,blue-collar,married,primary,no,1298,no,no,telephone,17,jul,5-10,4,<7,0,unknown,no
15205,18-29,self-employed,married,tertiary,no,10005,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15206,18-29,technician,married,tertiary,no,1337,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15207,30-45,blue-collar,married,tertiary,no,1016,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15208,30-45,management,married,tertiary,no,708,yes,no,cellular,17,jul,<5,3,<7,0,unknown,no
15209,30-45,management,divorced,tertiary,no,210,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15210,46-64,services,married,secondary,no,2904,yes,no,cellular,17,jul,5-10,3,<7,0,unknown,no
15211,46-64,blue-collar,married,secondary,no,19,no,no,cellular,17,jul,<5,4,<7,0,unknown,no
15212,46-64,housemaid,married,primary,no,3798,yes,no,cellular,17,jul,>10,1,<7,0,unknown,yes
15213,30-45,technician,married,secondary,no,-508,yes,yes,telephone,17,jul,<5,8,<7,0,unknown,no
15214,30-45,management,married,tertiary,no,2,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15215,30-45,self-employed,divorced,secondary,no,484,yes,no,cellular,17,jul,<5,3,<7,0,unknown,no
15216,30-45,blue-collar,married,secondary,no,392,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15217,18-29,admin.,married,secondary,no,5231,no,yes,cellular,17,jul,<5,2,<7,0,unknown,no
15218,30-45,services,married,secondary,no,307,no,yes,cellular,17,jul,<5,3,<7,0,unknown,no
15219,46-64,technician,single,secondary,no,246,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15220,30-45,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,>10,2,<7,0,unknown,yes
15221,46-64,housemaid,divorced,primary,no,864,no,no,telephone,17,jul,<5,6,<7,0,unknown,no
15222,30-45,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,5-10,5,<7,0,unknown,yes
15223,18-29,student,single,tertiary,yes,47,no,yes,cellular,17,jul,<5,2,<7,0,unknown,no
15224,30-45,management,married,secondary,no,0,yes,no,cellular,17,jul,>10,3,<7,0,unknown,no
15225,30-45,self-employed,married,tertiary,no,2977,yes,no,cellular,17,jul,>10,1,<7,0,unknown,no
15226,30-45,unemployed,married,secondary,no,2126,yes,no,cellular,17,jul,<5,2,<7,0,unknown,no
15227,30-45,blue-collar,divorced,secondary,no,393,yes,yes,cellular,17,jul,<5,2,<7,0,unknown,no
15228,30-45,admin.,married,secondary,no,1314,yes,no,cellular,17,jul,5-10,3,<7,0,unknown,no
15229,30-45,management,married,tertiary,no,118,no,yes,telephone,17,jul,<5,3,<7,0,unknown,no
15230,18-29,technician,married,tertiary,no,1413,yes,no,cellular,17,jul,<5,4,<7,0,unknown,no
15231,46-64,blue-collar,married,primary,no,-365,yes,no,cellular,17,jul,5-10,11,<7,0,unknown,no
15232,46-64,management,married,tertiary,no,364,yes,no,cellular,17,jul,5-10,1,<7,0,unknown,no
15233,30-45,management,married,tertiary,no,101,yes,no,cellular,17,jul,<5,1,<7,0,unknown,no
15234,46-64,admin.,single,primary,no,0,yes,no,cellular,17,jul,<5,6,<7,0,unknown,no
15235,46-64,self-employed,married,tertiary,no,269,yes,no,cellular,17,jul,<5,3,<7,0,unknown,no
15236,30-45,management,married,tertiary,no,-117,yes,no,cellular,17,jul,>10,2,<7,0,unknown,no
15237,18-29,services,married,secondary,no,23,no,no,cellular,17,jul,<5,4,<7,0,unknown,no
15238,18-29,services,married,secondary,no,0,yes,no,cellular,17,jul,>10,5,<7,0,unknown,yes
15239,46-64,retired,married,secondary,no,-222,no,no,cellular,17,jul,<5,2,<7,0,unknown,no
15240,46-64,technician,divorced,secondary,no,8016,no,no,cellular,17,jul,>10,4,<7,0,unknown,no
